interval_start_utc,interval_end_utc,respondent,load,load_forecast,net_generation,total_interchange
2023-07-20 00:00:00+00:00,2023-07-21 00:00:00+00:00,PACE,6456.8095238095238095,7301.9000000000000000,7190.3333333333333333,598.9500000000000000
2023-07-21 00:00:00+00:00,2023-07-22 00:00:00+00:00,PACE,6995.0526315789473684,7439.5555555555555556,7000.7894736842105263,-121.8500000000000000
2023-07-22 00:00:00+00:00,2023-07-23 00:00:00+00:00,PACE,7092.8000000000000000,7319.5555555555555556,6584.0000000000000000,-317.1500000000000000
2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00,PACE,7053.9473684210526316,7489.5555555555555556,6760.8125000000000000,-438.7692307692307692
2023-07-24 00:00:00+00:00,2023-07-25 00:00:00+00:00,PACE,7138.3571428571428571,7404.1333333333333333,6809.6666666666666667,-396.5454545454545455
2023-07-25 00:00:00+00:00,2023-07-26 00:00:00+00:00,PACE,7005.1428571428571429,7340.3076923076923077,6750.5454545454545455,32.2142857142857143
2023-07-26 00:00:00+00:00,2023-07-27 00:00:00+00:00,PACE,7060.7500000000000000,7459.0625000000000000,7037.5714285714285714,85.4444444444444444
2023-07-27 00:00:00+00:00,2023-07-28 00:00:00+00:00,PACE,7445.7692307692307692,7605.8000000000000000,7538.6923076923076923,832.2777777777777778
2023-07-28 00:00:00+00:00,2023-07-29 00:00:00+00:00,PACE,6471.4444444444444444,7433.6666666666666667,7818.7500000000000000,917.6875000000000000
2023-07-29 00:00:00+00:00,2023-07-30 00:00:00+00:00,PACE,6894.8000000000000000,7281.1111111111111111,7294.2857142857142857,271.6000000000000000
2023-07-30 00:00:00+00:00,2023-07-31 00:00:00+00:00,PACE,7555.5833333333333333,7108.1538461538461538,7451.4615384615384615,461.5333333333333333
2023-07-31 00:00:00+00:00,2023-08-01 00:00:00+00:00,PACE,6793.7500000000000000,7410.3333333333333333,7346.0000000000000000,348.4000000000000000
2023-08-01 00:00:00+00:00,2023-08-02 00:00:00+00:00,PACE,6391.2222222222222222,7047.7142857142857143,7447.5000000000000000,820.6666666666666667
2023-08-02 00:00:00+00:00,2023-08-03 00:00:00+00:00,PACE,6069.5714285714285714,6780.2857142857142857,6805.8000000000000000,802.9166666666666667
2023-08-03 00:00:00+00:00,2023-08-04 00:00:00+00:00,PACE,5930.4545454545454545,6886.7647058823529412,6766.0000000000000000,971.3846153846153846
2023-08-04 00:00:00+00:00,2023-08-05 00:00:00+00:00,PACE,5627.3076923076923077,6678.4375000000000000,7369.7692307692307692,1271.0000000000000000
2023-08-05 00:00:00+00:00,2023-08-06 00:00:00+00:00,PACE,5701.4000000000000000,6257.0666666666666667,7183.6666666666666667,1376.9166666666666667
2023-08-06 00:00:00+00:00,2023-08-07 00:00:00+00:00,PACE,5742.7272727272727273,5925.3636363636363636,7430.5000000000000000,1612.1538461538461538
2023-08-07 00:00:00+00:00,2023-08-08 00:00:00+00:00,PACE,13483.375000000000,6343.6666666666666667,7615.3125000000000000,-5827.0000000000000000
2023-08-08 00:00:00+00:00,2023-08-09 00:00:00+00:00,PACE,6066.6666666666666667,6268.0769230769230769,7699.9230769230769231,1486.4285714285714286
2023-08-09 00:00:00+00:00,2023-08-10 00:00:00+00:00,PACE,6060.9411764705882353,6283.9230769230769231,7280.6428571428571429,1305.6428571428571429
2023-08-10 00:00:00+00:00,2023-08-11 00:00:00+00:00,PACE,6223.0000000000000000,6855.4000000000000000,7066.0666666666666667,749.2142857142857143
2023-08-11 00:00:00+00:00,2023-08-12 00:00:00+00:00,PACE,6883.6666666666666667,6752.6000000000000000,7217.6250000000000000,439.2666666666666667
2023-08-12 00:00:00+00:00,2023-08-13 00:00:00+00:00,PACE,6326.6470588235294118,6371.0588235294117647,7031.8333333333333333,455.5625000000000000
2023-08-13 00:00:00+00:00,2023-08-14 00:00:00+00:00,PACE,6069.7500000000000000,6452.1875000000000000,6748.9230769230769231,796.0000000000000000
2023-08-14 00:00:00+00:00,2023-08-15 00:00:00+00:00,PACE,6789.5000000000000000,6765.2222222222222222,7092.0454545454545455,680.9375000000000000
2023-08-15 00:00:00+00:00,2023-08-16 00:00:00+00:00,PACE,6401.2777777777777778,6863.7500000000000000,6962.0555555555555556,470.1818181818181818
2023-08-16 00:00:00+00:00,2023-08-17 00:00:00+00:00,PACE,6885.4736842105263158,7673.5625000000000000,7443.0869565217391304,652.1500000000000000
2023-08-17 00:00:00+00:00,2023-08-18 00:00:00+00:00,PACE,6926.0909090909090909,7218.7142857142857143,7347.7142857142857143,465.6818181818181818
2023-08-18 00:00:00+00:00,2023-08-19 00:00:00+00:00,PACE,7042.1111111111111111,7404.9285714285714286,8026.2000000000000000,828.9285714285714286
2023-08-19 00:00:00+00:00,2023-08-20 00:00:00+00:00,PACE,6490.8421052631578947,6313.7857142857142857,6892.2941176470588235,440.8750000000000000
2023-08-20 00:00:00+00:00,2023-08-21 00:00:00+00:00,PACE,6277.5000000000000000,6387.0714285714285714,7203.4117647058823529,1030.6111111111111111
2023-08-21 00:00:00+00:00,2023-08-22 00:00:00+00:00,PACE,6263.1875000000000000,6764.5000000000000000,6717.3571428571428571,696.4166666666666667
2023-08-22 00:00:00+00:00,2023-08-23 00:00:00+00:00,PACE,6239.7142857142857143,6477.4117647058823529,6382.2857142857142857,-6.7500000000000000
2023-08-23 00:00:00+00:00,2023-08-24 00:00:00+00:00,PACE,6183.1333333333333333,6253.1538461538461538,7100.8823529411764706,1040.1176470588235294
2023-08-24 00:00:00+00:00,2023-08-25 00:00:00+00:00,PACE,6262.0000000000000000,6406.7500000000000000,7129.2666666666666667,862.9500000000000000
2023-08-25 00:00:00+00:00,2023-08-26 00:00:00+00:00,PACE,6541.8000000000000000,6269.0714285714285714,6682.0000000000000000,-104.6000000000000000
2023-08-26 00:00:00+00:00,2023-08-27 00:00:00+00:00,PACE,6607.1578947368421053,5784.0000000000000000,7132.8125000000000000,698.9285714285714286
2023-08-27 00:00:00+00:00,2023-08-28 00:00:00+00:00,PACE,6236.7777777777777778,6022.6666666666666667,7013.1250000000000000,669.0000000000000000
2023-08-28 00:00:00+00:00,2023-08-29 00:00:00+00:00,PACE,6687.7692307692307692,7106.5714285714285714,7208.4285714285714286,758.8666666666666667
2023-08-29 00:00:00+00:00,2023-08-30 00:00:00+00:00,PACE,6614.4210526315789474,7103.2941176470588235,7194.3076923076923077,423.7333333333333333
2023-08-30 00:00:00+00:00,2023-08-31 00:00:00+00:00,PACE,6736.2666666666666667,6883.4285714285714286,7232.6153846153846154,747.8333333333333333
2023-08-31 00:00:00+00:00,2023-09-01 00:00:00+00:00,PACE,6505.6666666666666667,6645.0000000000000000,7456.7647058823529412,1035.3333333333333333
2023-09-01 00:00:00+00:00,2023-09-02 00:00:00+00:00,PACE,6447.7333333333333333,6602.1250000000000000,6979.8571428571428571,603.1875000000000000
2023-09-02 00:00:00+00:00,2023-09-03 00:00:00+00:00,PACE,5692.7272727272727273,6036.0000000000000000,6898.6428571428571429,961.5833333333333333
2023-09-03 00:00:00+00:00,2023-09-04 00:00:00+00:00,PACE,6118.3076923076923077,6066.1428571428571429,6619.7058823529411765,713.4375000000000000
2023-09-04 00:00:00+00:00,2023-09-05 00:00:00+00:00,PACE,5327.1333333333333333,5895.7500000000000000,5809.9285714285714286,137.8461538461538462
2023-09-05 00:00:00+00:00,2023-09-06 00:00:00+00:00,PACE,5511.8947368421052632,6150.7692307692307692,6585.7142857142857143,1180.6153846153846154
2023-09-06 00:00:00+00:00,2023-09-07 00:00:00+00:00,PACE,5658.3750000000000000,5939.8823529411764706,6793.0000000000000000,782.4285714285714286
2023-09-07 00:00:00+00:00,2023-09-08 00:00:00+00:00,PACE,6005.8888888888888889,6329.2000000000000000,6637.8125000000000000,617.5625000000000000
2023-09-08 00:00:00+00:00,2023-09-09 00:00:00+00:00,PACE,5863.7857142857142857,6287.8461538461538462,7013.3888888888888889,1040.9230769230769231
2023-09-09 00:00:00+00:00,2023-09-10 00:00:00+00:00,PACE,5790.3636363636363636,5894.7500000000000000,7114.6000000000000000,1401.4444444444444444
2023-09-10 00:00:00+00:00,2023-09-11 00:00:00+00:00,PACE,5481.6875000000000000,5946.5384615384615385,6962.6875000000000000,1510.2500000000000000
2023-09-11 00:00:00+00:00,2023-09-12 00:00:00+00:00,PACE,5677.5294117647058824,6206.0000000000000000,7064.9523809523809524,1016.0666666666666667
2023-09-12 00:00:00+00:00,2023-09-13 00:00:00+00:00,PACE,6016.2500000000000000,6132.4444444444444444,7049.5833333333333333,871.9166666666666667
2023-09-13 00:00:00+00:00,2023-09-14 00:00:00+00:00,PACE,5793.5263157894736842,5965.7500000000000000,7105.2857142857142857,1109.5625000000000000
2023-09-14 00:00:00+00:00,2023-09-15 00:00:00+00:00,PACE,5531.4285714285714286,5874.2105263157894737,6695.6923076923076923,1010.8888888888888889
2023-09-15 00:00:00+00:00,2023-09-16 00:00:00+00:00,PACE,5622.4375000000000000,5920.2307692307692308,6662.3888888888888889,1059.6153846153846154
2023-09-16 00:00:00+00:00,2023-09-17 00:00:00+00:00,PACE,5658.2500000000000000,5523.6111111111111111,6496.1428571428571429,922.1538461538461538
2023-09-17 00:00:00+00:00,2023-09-18 00:00:00+00:00,PACE,5227.7500000000000000,5608.3846153846153846,5515.0000000000000000,200.2222222222222222
2023-09-18 00:00:00+00:00,2023-09-19 00:00:00+00:00,PACE,5994.8571428571428571,5854.6875000000000000,5381.0714285714285714,-469.8333333333333333
2023-09-19 00:00:00+00:00,2023-09-20 00:00:00+00:00,PACE,5968.8666666666666667,6210.1538461538461538,6330.6666666666666667,322.2777777777777778
2023-09-20 00:00:00+00:00,2023-09-21 00:00:00+00:00,PACE,5924.0526315789473684,5845.6190476190476190,6090.3333333333333333,117.3333333333333333
2023-09-21 00:00:00+00:00,2023-09-22 00:00:00+00:00,PACE,5470.2500000000000000,5630.6666666666666667,6044.4736842105263158,494.7500000000000000
2023-09-22 00:00:00+00:00,2023-09-23 00:00:00+00:00,PACE,5301.2631578947368421,5546.5000000000000000,6436.6000000000000000,1093.8181818181818182
2023-09-23 00:00:00+00:00,2023-09-24 00:00:00+00:00,PACE,4967.2500000000000000,5295.9444444444444444,6320.9333333333333333,1350.3684210526315789
2023-09-24 00:00:00+00:00,2023-09-25 00:00:00+00:00,PACE,4901.1500000000000000,5229.3529411764705882,5417.5238095238095238,515.7647058823529412
2023-09-25 00:00:00+00:00,2023-09-26 00:00:00+00:00,PACE,5305.3888888888888889,5627.3125000000000000,5635.1333333333333333,279.0000000000000000
2023-09-26 00:00:00+00:00,2023-09-27 00:00:00+00:00,PACE,5321.5238095238095238,5906.6470588235294118,5735.3684210526315789,269.6315789473684211
2023-09-27 00:00:00+00:00,2023-09-28 00:00:00+00:00,PACE,5574.7368421052631579,5776.0000000000000000,5631.3125000000000000,283.5000000000000000
2023-09-28 00:00:00+00:00,2023-09-29 00:00:00+00:00,PACE,5329.8333333333333333,5689.2941176470588235,5659.0000000000000000,367.6470588235294118
2023-09-29 00:00:00+00:00,2023-09-30 00:00:00+00:00,PACE,5649.1250000000000000,5549.8666666666666667,5698.9375000000000000,-87.3529411764705882
2023-09-30 00:00:00+00:00,2023-10-01 00:00:00+00:00,PACE,5447.8750000000000000,5525.8461538461538462,6120.9500000000000000,755.6190476190476190
2023-10-01 00:00:00+00:00,2023-10-02 00:00:00+00:00,PACE,4934.6500000000000000,5111.1176470588235294,5481.6111111111111111,509.3333333333333333
2023-10-02 00:00:00+00:00,2023-10-03 00:00:00+00:00,PACE,5127.3333333333333333,5301.7368421052631579,5141.0000000000000000,87.3076923076923077
2023-10-03 00:00:00+00:00,2023-10-04 00:00:00+00:00,PACE,5126.5555555555555556,5363.7500000000000000,5905.2307692307692308,790.1578947368421053
2023-10-04 00:00:00+00:00,2023-10-05 00:00:00+00:00,PACE,5154.5882352941176471,5433.2777777777777778,5549.7647058823529412,716.0588235294117647
2023-10-05 00:00:00+00:00,2023-10-06 00:00:00+00:00,PACE,4803.1764705882352941,5540.7777777777777778,6121.5384615384615385,1156.4375000000000000
2023-10-06 00:00:00+00:00,2023-10-07 00:00:00+00:00,PACE,4664.0000000000000000,5435.1000000000000000,5355.3333333333333333,639.7647058823529412
2023-10-07 00:00:00+00:00,2023-10-08 00:00:00+00:00,PACE,4694.9285714285714286,5070.2222222222222222,5364.0769230769230769,625.0000000000000000
2023-10-08 00:00:00+00:00,2023-10-09 00:00:00+00:00,PACE,4804.7058823529411765,5239.6111111111111111,5189.9047619047619048,485.2666666666666667
2023-10-09 00:00:00+00:00,2023-10-10 00:00:00+00:00,PACE,4899.4285714285714286,5478.0500000000000000,5470.4500000000000000,537.2142857142857143
2023-10-10 00:00:00+00:00,2023-10-11 00:00:00+00:00,PACE,5042.8235294117647059,5600.0000000000000000,5629.0000000000000000,408.1875000000000000
2023-10-11 00:00:00+00:00,2023-10-12 00:00:00+00:00,PACE,5236.7058823529411765,5403.6500000000000000,5454.8000000000000000,340.9444444444444444
2023-10-12 00:00:00+00:00,2023-10-13 00:00:00+00:00,PACE,5433.1250000000000000,5549.3333333333333333,5833.1500000000000000,453.7222222222222222
2023-10-13 00:00:00+00:00,2023-10-14 00:00:00+00:00,PACE,5091.6875000000000000,5501.6500000000000000,5850.7222222222222222,645.4000000000000000
2023-10-14 00:00:00+00:00,2023-10-15 00:00:00+00:00,PACE,4922.5263157894736842,5175.6875000000000000,5415.3000000000000000,495.0000000000000000
2023-10-15 00:00:00+00:00,2023-10-16 00:00:00+00:00,PACE,5008.5789473684210526,5138.6842105263157895,5415.8461538461538462,406.6000000000000000
2023-10-16 00:00:00+00:00,2023-10-17 00:00:00+00:00,PACE,5031.0526315789473684,5469.8333333333333333,6360.1111111111111111,1368.6000000000000000
2023-10-17 00:00:00+00:00,2023-10-18 00:00:00+00:00,PACE,5150.7058823529411765,5611.1052631578947368,6477.0952380952380952,1468.4444444444444444
2023-10-18 00:00:00+00:00,2023-10-19 00:00:00+00:00,PACE,4986.2272727272727273,5372.2941176470588235,6413.5000000000000000,1510.2352941176470588
2023-10-19 00:00:00+00:00,2023-10-20 00:00:00+00:00,PACE,5026.8500000000000000,5470.6315789473684211,6661.7058823529411765,1755.6428571428571429
2023-10-20 00:00:00+00:00,2023-10-21 00:00:00+00:00,PACE,5052.4736842105263158,5476.6666666666666667,6697.0000000000000000,1591.0000000000000000
2023-10-21 00:00:00+00:00,2023-10-22 00:00:00+00:00,PACE,4828.7916666666666667,5508.4285714285714286,6036.0000000000000000,1215.8125000000000000
2023-10-22 00:00:00+00:00,2023-10-23 00:00:00+00:00,PACE,4977.2272727272727273,5197.1111111111111111,5783.5789473684210526,791.0454545454545455
2023-10-23 00:00:00+00:00,2023-10-24 00:00:00+00:00,PACE,5226.0000000000000000,5349.0000000000000000,5644.5263157894736842,352.7368421052631579
2023-10-24 00:00:00+00:00,2023-10-25 00:00:00+00:00,PACE,5128.4375000000000000,5434.8636363636363636,6372.7777777777777778,1151.1111111111111111
2023-10-25 00:00:00+00:00,2023-10-26 00:00:00+00:00,PACE,5073.0666666666666667,5436.2631578947368421,6764.6086956521739130,1672.6363636363636364
2023-10-26 00:00:00+00:00,2023-10-27 00:00:00+00:00,PACE,5308.2000000000000000,5595.3500000000000000,6499.2500000000000000,1169.5000000000000000
2023-10-27 00:00:00+00:00,2023-10-28 00:00:00+00:00,PACE,5261.5789473684210526,5624.4375000000000000,6430.1875000000000000,1198.3750000000000000
2023-10-28 00:00:00+00:00,2023-10-29 00:00:00+00:00,PACE,5068.4761904761904762,5512.4736842105263158,5678.4736842105263158,673.6666666666666667
2023-10-29 00:00:00+00:00,2023-10-30 00:00:00+00:00,PACE,4972.0000000000000000,5520.0588235294117647,6048.0588235294117647,1089.1764705882352941
2023-10-30 00:00:00+00:00,2023-10-31 00:00:00+00:00,PACE,5359.0526315789473684,5932.1000000000000000,6735.9047619047619048,1387.4117647058823529
2023-10-31 00:00:00+00:00,2023-11-01 00:00:00+00:00,PACE,5502.8461538461538462,5851.4615384615384615,6607.4210526315789474,1161.2777777777777778
2023-11-01 00:00:00+00:00,2023-11-02 00:00:00+00:00,PACE,5364.5000000000000000,6020.2500000000000000,6720.5000000000000000,1248.0000000000000000
